R01_570_seroInc3,R01_570_seroInc4,R01_570_seroInc5,R01_570_seroInc6,R01_570_seroInc1,R01_570_seroInc2,R01_570_seroInc7,R01_570_THFinalRound
0.06766746411483253,0.03678991029610225,0.0600534188034188,0.055079365079365075,0.1142156862745098,0.07688235294117648,0.05193456905413427,6.617847850168741E-4
0.03288690476190476,0.052848458357275155,0.050312319259687675,0.04514724310776942,0.10416666666666666,0.06291666666666666,0.03977532679738562,0.0
0.14550851925851924,0.15256209150326797,0.1564963835184423,0.14994505494505495,0.12790046554752438,0.12256044608985786,0.15070169437732367,0.0
0.11128402643108526,0.08829426993042554,0.11025849150849151,0.07765191965420798,0.0,0.1302032920782921,0.09380095459236325,0.0
0.07608626287505597,0.09468551765571889,0.0,0.12835748681143416,0.07531990068754774,0.10611853424353423,0.11449643493761141,0.0
0.07111111111111111,0.07453463203463202,0.11631419457735248,0.11114657401422108,0.1100479126137021,0.15265137640137638,0.06502474134053082,4.395625627946518E-4
0.12826229734317968,0.09768812315135844,0.04993028663921159,0.04689405258484206,0.12752060439560436,0.09417200854700855,0.03556623931623931,4.405286343612335E-4
0.11749999999999998,0.09512612387612387,0.0738743894993895,0.08649016016663076,0.10380952380952382,0.07691620879120878,0.0998862540967804,4.44453223767383E-4
0.12550777245630187,0.06610612706007443,0.05658424908424908,0.07317659958720331,0.1868109668109668,0.12781827731092438,0.057243381618381606,2.1834061135371177E-4
0.0801410524684182,0.08517857142857142,0.05603263601984829,0.10982461166284696,0.10648358585858586,0.09228182636077373,0.07926247771836008,6.607929515418502E-4
0.08844691256455961,0.10023649961149961,0.11483076563958919,0.11232502791326322,0.17267857142857143,0.0798099123099123,0.08693651808549506,0.0
0.10556956115779645,0.09256327281249882,0.08260951910408432,0.0927005140592097,0.11059634809634808,0.07394993894993894,0.07136176729897284,2.1929824561403506E-4
0.07269647019647019,0.07889264421538629,0.061555781175346394,0.06734515484515484,0.1155128205128205,0.1338935574229692,0.022203996983408747,0.0
0.030533955778520992,0.05504916136495084,0.06372326203208557,0.08086274463672162,0.0,0.07670570421150916,0.07814161328867211,0.0
0.08220483054882032,0.09294117647058822,0.07361519607843138,0.13243522408963587,0.09575757575757575,0.09169413919413918,0.05426950127877237,2.2026431718061675E-4
0.07512681762681764,0.04276669000933707,0.05676062091503268,0.07670500552079498,0.10027777777777777,0.0881159281894576,0.0655946135066979,0.0
