R01_570_adherenceToLatrineUse
0.9938640277692232
0.9359068821556176
0.5954949859163555
0.4522056617455197
0.653581143670233
0.8530747299986261
0.5820570041953259
0.6395270214393024
0.9753858507765378
0.6926763905694844
0.8139956953031875
0.40812112880024015
0.6952443412133904
0.3932496834599068
0.8066502852691944
0.549987243331386
