R01_570_seroInc3,R01_570_seroInc4,R01_570_seroInc5,R01_570_seroInc6,R01_570_seroInc1,R01_570_seroInc2,R01_570_seroInc7,R01_570_THFinalRound
0.038461538461538464,0.07692307692307693,0.1111111111111111,0.18181818181818182,0.1111111111111111,0.2,0.03333333333333333,0.0
