R01_570_seroInc3,R01_570_seroInc4,R01_570_seroInc5,R01_570_seroInc6,R01_570_seroInc1,R01_570_seroInc2,R01_570_seroInc7,R01_570_THFinalRound
0.04313568376068376,0.038764589169000926,0.05482926065162906,0.09504187590874896,0.07095238095238096,0.07131782024230536,0.09223559084198132,2.2123893805309734E-4
0.07347063310450039,0.06934467579204422,0.10451447245564893,0.12866161616161614,0.0,0.06882284382284382,0.1017764261881909,4.395795494068091E-4
0.08365384615384616,0.08833474395974394,0.06533910533910534,0.053158957915149865,0.05778679653679654,0.08917198298777246,0.04136089006778663,0.0
0.13137645315043014,0.0984467534099887,0.08679133366633367,0.0705175693759285,0.08237179487179488,0.09917157253651061,0.10721396444113163,8.820833014121912E-4
0.19812250249750252,0.15326830522418758,0.17584839996604704,0.12231220392510718,0.155871160429984,0.14533160552897395,0.11726864509759247,0.0
0.13224393640415313,0.12184794372294372,0.11769912918151457,0.12481150793650793,0.11968288144603934,0.14587614870509608,0.07045518207282914,0.0
0.10523803409639321,0.10211810016982314,0.09112947297090519,0.08998196248196247,0.17318452380952382,0.15706349206349207,0.08728216228216228,2.2222222222222223E-4
0.09307775557775558,0.09391644174538911,0.07898217422673945,0.14188034188034188,0.10348537491919843,0.05329545454545455,0.10816325014854426,0.0
0.03906687675070029,0.034572669977081735,0.05492106625258798,0.08700751115443536,0.11064462498286025,0.1061723203267321,0.061413488472312,2.2026431718061675E-4
0.05511779886779886,0.0667239010989011,0.03786075036075036,0.04042735042735043,0.10041666666666667,0.05431818181818182,0.035269151138716356,0.0
0.03223155929038282,0.06623774509803922,0.04351319875776398,0.054536056049213945,0.0,0.049289088104877574,0.08090407177363698,2.2026431718061675E-4
0.07604076479076478,0.07790404040404039,0.061301219205630975,0.06561364289305466,0.04198776223776224,0.07306641163496001,0.050694444444444445,0.0
0.10243538324420678,0.06530982905982906,0.11347402597402598,0.11841126194067368,0.09162249515190693,0.1377829991645781,0.14118666056166057,0.0
0.07149267399267399,0.0885906862745098,0.07178995840760546,0.128937908496732,0.07681623931623932,0.10625,0.07874930381509329,0.0
0.09621345029239767,0.10061250153355417,0.1443404602643733,0.14492347113670642,0.12616550116550115,0.10194852941176472,0.1128953889248007,2.2026431718061675E-4
0.05629349816849818,0.048840729274165814,0.0694000626566416,0.05197510822510822,0.0,0.039678558156819026,0.05055735930735931,2.1834061135371177E-4
